Date,Sender,Recipient,Place of Dispatch,Place of Destination,Dispatch_GeoNames,Destination_GeoNames,link,Dispatch_Lat,Dispatch_Lon,Destination_Lat,Destination_Lon,Distance_km
"Montag,  1. Januar 1798",Johann Gottlieb Fichte,Johann Friedrich Herbart,Jena,Bern,https://www.geonames.org/2895044,https://www.geonames.org/2661552,https://briefe-der-romantik.de/letters/view/16142?left=text&query_id=6773ee556fe85,50.92878,11.5899,46.94809,7.44744,536.5329523295036
"Montag,  1. Januar 1798",Johann Gottlieb Fichte,Johann Smidt,Jena,Bremen,https://www.geonames.org/2895044,https://www.geonames.org/2944388,https://briefe-der-romantik.de/letters/view/16143?left=text&query_id=6773ee556fe85,50.92878,11.5899,53.07582,8.80717,305.8781911473849
"Dienstag,  2. Januar 1798",Johann Gottlieb Fichte,Johann Jakob Wagner,Jena,Göttingen,https://www.geonames.org/2895044,https://www.geonames.org/2918632,https://briefe-der-romantik.de/letters/view/16144?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.53443,9.93228,133.95526552615266
"Dienstag,  2. Januar 1798",Johanna Fichte,Christian Fichte,Jena,Rammenau,https://www.geonames.org/2895044,https://www.geonames.org/2850648,https://briefe-der-romantik.de/letters/view/16145?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.15,14.13333,180.07187786367032
"Dienstag,  2. Januar 1798",Johann Gottlieb Fichte,Samuel Gotthelf Fichte,Jena,Rammenau,https://www.geonames.org/2895044,https://www.geonames.org/2850648,https://briefe-der-romantik.de/letters/view/16146?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.15,14.13333,180.07187786367032
"Freitag, 16. März 1798",Claude-Camille Perret,Johann Gottlieb Fichte,Rastatt,Jena,https://www.geonames.org/2850257,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16147?left=text&query_id=6773ee556fe85,48.85851,8.20965,50.92878,11.5899,334.62386898982805
vor Ostern 1798,Johann Gottlob Heynig,Johann Gottlieb Fichte,Plauen,Jena,https://www.geonames.org/2853292,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16148?left=text&query_id=6773ee556fe85,50.4973,12.13782,50.92878,11.5899,61.656394094451194
"Samstag, 31. März 1798",Johann Gottlieb Fichte,Johann Jakob Wagner,Jena,Göttingen,https://www.geonames.org/2895044,https://www.geonames.org/2918632,https://briefe-der-romantik.de/letters/view/16149?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.53443,9.93228,133.95526552615266
März oder April 1798,Johann Gottfried Fichte,Johann Gottlieb Fichte,Rammenau,Jena,https://www.geonames.org/2851719,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16150?left=text&query_id=6773ee556fe85,51.1832,14.01416,50.92878,11.5899,172.30468819153307
"Mittwoch, 18. April 1798",Johann Gottlieb Fichte,Friedrich Wilhelm Ludwig von Beulwitz,Jena,Rudolstadt,https://www.geonames.org/2895044,https://www.geonames.org/2843355,https://briefe-der-romantik.de/letters/view/16151?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.72043,11.34046,29.088299196925288
"Donnerstag,  3. Mai 1798",Johann Gottlieb Fichte,Johann Wolfgang von Goethe,Jena,Weimar,https://www.geonames.org/2895044,https://www.geonames.org/2812482,https://briefe-der-romantik.de/letters/view/16152?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.9803,11.32903,19.205499834259964
"Donnerstag,  3. Mai 1798",Johann Gottlieb Fichte,Immanuel Kant,Jena,Königsberg,https://www.geonames.org/2895044,https://www.geonames.org/554234,https://briefe-der-romantik.de/letters/view/16153?left=text&query_id=6773ee556fe85,50.92878,11.5899,54.70649,20.51095,732.9391551085525
"Donnerstag,  3. Mai 1798",Johann Gottlieb Fichte,Karl Ludwig Pörschke,Jena,Königsberg,https://www.geonames.org/2895044,https://www.geonames.org/554234,https://briefe-der-romantik.de/letters/view/16154?left=text&query_id=6773ee556fe85,50.92878,11.5899,54.70649,20.51095,732.9391551085525
Juni 1798,Friedrich David Gräter,Johann Gottlieb Fichte,Schwäbisch Hall,Jena,https://www.geonames.org/2835481,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16155?left=text&query_id=6773ee556fe85,49.11127,9.73908,50.92878,11.5899,241.77223574220335
Frühjahr 1798,Samuel Gotthelf Fichte,Johann Gottlieb Fichte,Rammenau,Jena,https://www.geonames.org/2850648,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16156?left=text&query_id=6773ee556fe85,51.15,14.13333,50.92878,11.5899,180.07187786367032
"Sonntag, 17. Juni 1798",Johann Gottlieb Fichte,Friedrich David Gräter,Jena,Schwäbisch Hall,https://www.geonames.org/2895044,https://www.geonames.org/2835481,https://briefe-der-romantik.de/letters/view/16157?left=text&query_id=6773ee556fe85,50.92878,11.5899,49.11127,9.73908,241.77223574220335
Juni oder Anfang Juli 1798,Johann Michael Leuchs,Johann Gottlieb Fichte,Nürnberg,Jena,https://www.geonames.org/2861650,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16158?left=text&query_id=6773ee556fe85,49.45421,11.07752,50.92878,11.5899,168.05086778240593
"Montag,  2. Juli 1798",Karl Ludwig Pörschke,Johann Gottlieb Fichte,Königsberg,Jena,https://www.geonames.org/554234,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16159?left=text&query_id=6773ee556fe85,54.70649,20.51095,50.92878,11.5899,732.9391551085525
Juni oder Juli 1798,Johann Jakob Wagner,Johann Gottlieb Fichte,Jena,Karlsbad,https://www.geonames.org/2895044,https://www.geonames.org/3073803,https://briefe-der-romantik.de/letters/view/16160?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.23271,12.87117,119.29132754633257
"Montag,  9. Juli 1798",Johann Jakob Wagner,Johann Gottlieb Fichte,Jena,Karlsbad,https://www.geonames.org/2895044,https://www.geonames.org/3073803,https://briefe-der-romantik.de/letters/view/16161?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.23271,12.87117,119.29132754633257
1798,Johann Gottlieb Fichte,Karl Leonhard Reinhold,Jena,Kiel,https://www.geonames.org/2895044,https://www.geonames.org/2891122,https://briefe-der-romantik.de/letters/view/16162?left=text&query_id=6773ee556fe85,50.92878,11.5899,54.32133,10.13489,390.14304157033223
Juli 1798,Johann Gottlieb Fichte,Johann Jakob Wagner,Unbekannt,Jena,,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16163?left=text&query_id=6773ee556fe85,49.9849489,8.7082455,50.92878,11.5899,229.97643061303467
Sommer 1798,Johann Gottlob Heynig,Johann Gottlieb Fichte,Unbekannt,Jena,,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16164?left=text&query_id=6773ee556fe85,49.9849489,8.7082455,50.92878,11.5899,229.97643061303467
Sommer 1798,Johann Gottlieb Fichte,Johann Gottlob Heynig,Jena,Göttingen,https://www.geonames.org/2895044,https://www.geonames.org/2918632,https://briefe-der-romantik.de/letters/view/16165?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.53443,9.93228,133.95526552615266
"Samstag, 21. Juli 1798",Johann Gottlieb Fichte,Johann Jakob Wagner,Karlsbad (Karlovy Vary),Jena,https://www.geonames.org/3073803,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16166?left=text&query_id=6773ee556fe85,50.23271,12.87117,50.92878,11.5899,119.29132754633257
Sommer 1798,Franz Wilhelm Jung,Johann Gottlieb Fichte,Mainz,Jena,https://www.geonames.org/2874225,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16167?left=text&query_id=6773ee556fe85,49.98419,8.2791,50.92878,11.5899,257.49524740381196
Juli oder August 1798,Georg Hartmann,Johann Gottlieb Fichte,Pulsnitz,Jena,https://www.geonames.org/2851719,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16168?left=text&query_id=6773ee556fe85,51.1832,14.01416,50.92878,11.5899,172.30468819153307
"Dienstag, 21. August 1798",Johann Gottlieb Fichte,Georg Hartmann,Jena,Pulsnitz,https://www.geonames.org/2895044,https://www.geonames.org/2851719,https://briefe-der-romantik.de/letters/view/16169?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.1832,14.01416,172.30468819153307
"Dienstag, 21. August 1798",Johann Gottlieb Fichte,Samuel Gotthelf Fichte,Jena,Rammenau,https://www.geonames.org/2895044,https://www.geonames.org/2850648,https://briefe-der-romantik.de/letters/view/16170?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.15,14.13333,180.07187786367032
Ende August/Anfang September 1798,Johann Jakob Wagner,Johann Gottlieb Fichte,Nürnberg,Jena,https://www.geonames.org/2861650,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16171?left=text&query_id=6773ee556fe85,49.45421,11.07752,50.92878,11.5899,168.05086778240593
Anfang September 1798,Johann Ernst Christian Schmidt,Johann Gottlieb Fichte,Gießen,Jena,https://www.geonames.org/2920512,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16172?left=text&query_id=6773ee556fe85,50.58727,8.67554,50.92878,11.5899,209.10863512216625
1. Hälfte des September 1798,Samuel Gotthelf Fichte,Johann Gottlieb Fichte,Rammenau,Jena,https://www.geonames.org/2850648,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16173?left=text&query_id=6773ee556fe85,51.15,14.13333,50.92878,11.5899,180.07187786367032
"Mittwoch,  5. September 1798",Johann Gottlieb Fichte,Franz Wilhelm Jung,Jena,Mainz,https://www.geonames.org/2895044,https://www.geonames.org/2874225,https://briefe-der-romantik.de/letters/view/16174?left=text&query_id=6773ee556fe85,50.92878,11.5899,49.98419,8.2791,257.49524740381196
"Sonntag, 16. September 1798",Johann Gottlieb Fichte,Johann Jakob Wagner,Jena,Nürnberg,https://www.geonames.org/2895044,https://www.geonames.org/2861650,https://briefe-der-romantik.de/letters/view/16175?left=text&query_id=6773ee556fe85,50.92878,11.5899,49.45421,11.07752,168.05086778240593
"Sonntag, 16. September 1798",Johann Gottlieb Fichte,Johann Ernst Christian Schmidt,Jena,Gießen,https://www.geonames.org/2895044,https://www.geonames.org/2920512,https://briefe-der-romantik.de/letters/view/16176?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.58727,8.67554,209.10863512216625
"Sonntag, 16. September 1798",Johann Gottlieb Fichte,Samuel Gotthelf Fichte,Jena,Rammenau,https://www.geonames.org/2895044,https://www.geonames.org/2850648,https://briefe-der-romantik.de/letters/view/16177?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.15,14.13333,180.07187786367032
zwischen dem 17. und 19. September 1798,Johanna Fichte,Johann Gottlieb Fichte,Jena,Rammenau,https://www.geonames.org/2895044,https://www.geonames.org/2850648,https://briefe-der-romantik.de/letters/view/16178?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.15,14.13333,180.07187786367032
"Mittwoch, 26. September 1798",Johanna Fichte,Johann Jakob Wagner,Jena,Nürnberg,https://www.geonames.org/2895044,https://www.geonames.org/2861650,https://briefe-der-romantik.de/letters/view/16179?left=text&query_id=6773ee556fe85,50.92878,11.5899,49.45421,11.07752,168.05086778240593
"Freitag, 28. September 1798",Franz Wilhelm Jung,Johann Gottlieb Fichte,Mainz,Jena,https://www.geonames.org/2874225,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16180?left=text&query_id=6773ee556fe85,49.98419,8.2791,50.92878,11.5899,257.49524740381196
"Dienstag,  9. Oktober 1798",Samuel Gotthelf Fichte,Johann Gottlieb Fichte,Rammenau,Jena,https://www.geonames.org/2850648,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16181?left=text&query_id=6773ee556fe85,51.15,14.13333,50.92878,11.5899,180.07187786367032
"Montag, 15. Oktober 1798",Johann Gottlieb Fichte,Samuel Gotthelf Fichte,Jena,Rammenau,https://www.geonames.org/2895044,https://www.geonames.org/2850648,https://briefe-der-romantik.de/letters/view/16182?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.15,14.13333,180.07187786367032
26. Oktober bis 3. November 1798,Johann Gottlieb Fichte,Samuel Gotthelf Fichte,Jena,Rammenau,https://www.geonames.org/2895044,https://www.geonames.org/2850648,https://briefe-der-romantik.de/letters/view/16183?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.15,14.13333,180.07187786367032
Oktober 1798,Franz Wilhelm Jung,Johann Gottlieb Fichte,Mainz,Jena,https://www.geonames.org/2874225,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16184?left=text&query_id=6773ee556fe85,49.98419,8.2791,50.92878,11.5899,257.49524740381196
"Samstag,  3. November 1798",Johann Gottlieb Fichte,Franz Wilhelm Jung,Jena,Mainz,https://www.geonames.org/2895044,https://www.geonames.org/2874225,https://briefe-der-romantik.de/letters/view/16185?left=text&query_id=6773ee556fe85,50.92878,11.5899,49.98419,8.2791,257.49524740381196
"Samstag,  3. November 1798",Samuel Gotthelf Fichte,Johann Gottlieb Fichte,Rammenau,Jena,https://www.geonames.org/2850648,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16186?left=text&query_id=6773ee556fe85,51.15,14.13333,50.92878,11.5899,180.07187786367032
"Sonntag, 18. November 1798",Johann Gottlieb Fichte,Samuel Gotthelf Fichte,Jena,Rammenau,https://www.geonames.org/2895044,https://www.geonames.org/2850648,https://briefe-der-romantik.de/letters/view/16187?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.15,14.13333,180.07187786367032
Ende November/Anfang Dezember 1798,Samuel Gotthelf Fichte,Johann Gottlieb Fichte,Rammenau,Jena,https://www.geonames.org/2850648,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16188?left=text&query_id=6773ee556fe85,51.15,14.13333,50.92878,11.5899,180.07187786367032
"Dienstag,  4. Dezember 1798",Johann Gottlieb Fichte,Samuel Gotthelf Fichte,Jena,Rammenau,https://www.geonames.org/2895044,https://www.geonames.org/2850648,https://briefe-der-romantik.de/letters/view/16189?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.15,14.13333,180.07187786367032
9. Dezember 1798 bis 5. Januar 1799,Johann Gottlieb Fichte,Samuel Gotthelf Fichte,Jena,Rammenau,https://www.geonames.org/2895044,https://www.geonames.org/2850648,https://briefe-der-romantik.de/letters/view/16190?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.15,14.13333,180.07187786367032
"Montag, 10. Dezember 1798",Johann Gottlieb Fichte,Johann Friedrich von Cotta,Jena,Tübingen,https://www.geonames.org/2895044,https://www.geonames.org/2820860,https://briefe-der-romantik.de/letters/view/16191?left=text&query_id=6773ee556fe85,50.92878,11.5899,48.52266,9.05222,324.144949728438
Dezember 1798,Franz Wilhelm Jung,Johann Gottlieb Fichte,Mainz,Jena,https://www.geonames.org/2874225,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16192?left=text&query_id=6773ee556fe85,49.98419,8.2791,50.92878,11.5899,257.49524740381196
"Montag, 17. Dezember 1798",Johann Gottlieb Fichte,Johann Friedrich von Cotta,Jena,Tübingen,https://www.geonames.org/2895044,https://www.geonames.org/2820860,https://briefe-der-romantik.de/letters/view/16193?left=text&query_id=6773ee556fe85,50.92878,11.5899,48.52266,9.05222,324.144949728438
"Sonntag, 23. Dezember 1798",August German von Horix,Johann Gottlieb Fichte,Mainz,Jena,https://www.geonames.org/2874225,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16194?left=text&query_id=6773ee556fe85,49.98419,8.2791,50.92878,11.5899,257.49524740381196
nach dem 20. Dezember 1798,Johann Gottlieb Fichte,Carl Friedrich Ernst Frommann,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16195?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.92878,11.5899,0.0
25. Dezember 1798 bis 4. März 1799,Johanna Fichte,Johann Jakob Wagner,Jena,Nürnberg,https://www.geonames.org/2895044,https://www.geonames.org/2861650,https://briefe-der-romantik.de/letters/view/16196?left=text&query_id=6773ee556fe85,50.92878,11.5899,49.45421,11.07752,168.05086778240593
"Freitag,  4. Januar 1799",Johann Gottlieb Fichte,Franz Wilhelm Jung,Jena,Mainz,https://www.geonames.org/2895044,https://www.geonames.org/2874225,https://briefe-der-romantik.de/letters/view/16197?left=text&query_id=6773ee556fe85,50.92878,11.5899,49.98419,8.2791,257.49524740381196
"Donnerstag, 10. Januar 1799",Heinrich Eberhard Gottlob Paulus,Johann Gottlieb Fichte,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16198?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.92878,11.5899,0.0
"Montag, 14. Januar 1799",Johann Gottlieb Fichte,Johann Friedrich von Cotta,Jena,Tübingen,https://www.geonames.org/2895044,https://www.geonames.org/2820860,https://briefe-der-romantik.de/letters/view/16199?left=text&query_id=6773ee556fe85,50.92878,11.5899,48.52266,9.05222,324.144949728438
"Mittwoch, 16. Januar 1799",Johann Gottlieb Fichte,Johann Friedrich von Cotta,Jena,Tübingen,https://www.geonames.org/2895044,https://www.geonames.org/2820860,https://briefe-der-romantik.de/letters/view/16200?left=text&query_id=6773ee556fe85,50.92878,11.5899,48.52266,9.05222,324.144949728438
"Freitag, 18. Januar 1799",Johann Gottlieb Fichte,Friedrich Heinrich Jacobi,Jena,Eutin,https://www.geonames.org/2895044,https://www.geonames.org/2928381,https://briefe-der-romantik.de/letters/view/16201?left=text&query_id=6773ee556fe85,50.92878,11.5899,54.14054,10.60751,363.55022204029444
"Freitag, 18. Januar 1799",Johann Gottlieb Fichte,Friedrich Schiller,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16202?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.92878,11.5899,0.0
etwa den 16. bis 18. Januar 1799,Johann Gottlieb Fichte,Johann Wilhelm Ludwig Gleim,Jena,Halberstadt,https://www.geonames.org/2895044,https://www.geonames.org/2911665,https://briefe-der-romantik.de/letters/view/16203?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.89562,11.05622,113.79408833526662
etwa den 16. bis 18. Januar 1799,Johann Gottlieb Fichte,Karl Leonhard Reinhold,Jena,Kiel,https://www.geonames.org/2895044,https://www.geonames.org/2891122,https://briefe-der-romantik.de/letters/view/16204?left=text&query_id=6773ee556fe85,50.92878,11.5899,54.32133,10.13489,390.14304157033223
Mitte Januar 1799,Johann Gottlieb Fichte,Franz Wilhelm Jung,Jena,Mainz,https://www.geonames.org/2895044,https://www.geonames.org/2874225,https://briefe-der-romantik.de/letters/view/16205?left=text&query_id=6773ee556fe85,50.92878,11.5899,49.98419,8.2791,257.49524740381196
"Samstag, 19. Januar 1799",Johann Gottlieb Fichte,"Karl August Sachsen-Weimar-Eisenach, Großherzog",Jena,Weimar,https://www.geonames.org/2895044,https://www.geonames.org/2812482,https://briefe-der-romantik.de/letters/view/16206?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.9803,11.32903,19.205499834259964
"Samstag, 19. Januar 1799",Johann Ernst Christian Schmidt,Johann Gottlieb Fichte,Gießen,Jena,https://www.geonames.org/2920512,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16207?left=text&query_id=6773ee556fe85,50.58727,8.67554,50.92878,11.5899,209.10863512216625
Januar 1799,Johann Gottlieb Fichte,Unbekannt,Jena,Unbekannt,https://www.geonames.org/2895044,,https://briefe-der-romantik.de/letters/view/16208?left=text&query_id=6773ee556fe85,50.92878,11.5899,49.9849489,8.7082455,229.97643061303467
Januar 1799,Johann Gottlieb Fichte,Samuel Gotthelf Fichte,Jena,Rammenau,https://www.geonames.org/2895044,https://www.geonames.org/2850648,https://briefe-der-romantik.de/letters/view/16209?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.15,14.13333,180.07187786367032
"Donnerstag, 24. Januar 1799",Friedrich Karl Forberg,Johann Gottlieb Fichte,Saalfeld/Saale,Jena,https://www.geonames.org/6551284,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16210?left=text&query_id=6773ee556fe85,50.65165,11.37635,50.92878,11.5899,34.31008391623284
"Samstag, 26. Januar 1799",Friedrich Schiller,Johann Gottlieb Fichte,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16211?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.92878,11.5899,0.0
"Freitag,  1. Februar 1799",Christoph Friedrich von Ammon,Johann Gottlieb Fichte,Göttingen,Jena,https://www.geonames.org/2918632,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16212?left=text&query_id=6773ee556fe85,51.53443,9.93228,50.92878,11.5899,133.95526552615266
"Sonntag,  3. Februar 1799",Friedrich Bouterwek,Johann Gottlieb Fichte,Göttingen,Jena,https://www.geonames.org/2918632,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16213?left=text&query_id=6773ee556fe85,51.53443,9.93228,50.92878,11.5899,133.95526552615266
7. bis 12. Februar 1799,Johann Caspar Lavater,Johann Gottlieb Fichte,Zürich,Jena,https://www.geonames.org/2657896,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16214?left=text&query_id=6773ee556fe85,47.36667,8.55,50.92878,11.5899,453.9102164233366
"Freitag,  8. Februar 1799",Ludwig Wachler,Johann Gottlieb Fichte,Rinteln,Jena,https://www.geonames.org/2846523,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16215?left=text&query_id=6773ee556fe85,52.18604,9.07917,50.92878,11.5899,223.3318279269232
zwischen dem 2. und 16. Februar 1799,Johann Gottlieb Fichte,Christoph Friedrich von Ammon,Jena,Göttingen,https://www.geonames.org/2895044,https://www.geonames.org/2918632,https://briefe-der-romantik.de/letters/view/16216?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.53443,9.93228,133.95526552615266
Mitte Februar 1799,Johann Gottlieb Fichte,Franz Volkmar Reinhard,Jena,Dresden,https://www.geonames.org/2895044,https://www.geonames.org/2935022,https://briefe-der-romantik.de/letters/view/16217?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.05089,13.73832,151.45201225793235
"Samstag, 16. Februar 1799",Christoph Friedrich von Ammon,Johann Gottlieb Fichte,Göttingen,Jena,https://www.geonames.org/2918632,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16218?left=text&query_id=6773ee556fe85,51.53443,9.93228,50.92878,11.5899,133.95526552615266
"Freitag, 22. Februar 1799",Johann Gottlieb Fichte,Johann Friedrich von Cotta,Jena,Tübingen,https://www.geonames.org/2895044,https://www.geonames.org/2820860,https://briefe-der-romantik.de/letters/view/16219?left=text&query_id=6773ee556fe85,50.92878,11.5899,48.52266,9.05222,324.144949728438
"Sonntag, 24. Februar 1799",Johann Ernst Christian Schmidt,Johann Gottlieb Fichte,Gießen,Jena,https://www.geonames.org/2920512,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16220?left=text&query_id=6773ee556fe85,50.58727,8.67554,50.92878,11.5899,209.10863512216625
"Dienstag, 26. Februar 1799",Ludwig Heinrich von Jakob,Johann Gottlieb Fichte,Halle (Saale),Jena,https://www.geonames.org/2911522,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16221?left=text&query_id=6773ee556fe85,51.48158,11.97947,50.92878,11.5899,67.25699977489322
Februar 1799,Johann Friedrich Herbart,Johann Gottlieb Fichte,Bern,Jena,https://www.geonames.org/2661552,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16222?left=text&query_id=6773ee556fe85,46.94809,7.44744,50.92878,11.5899,536.5329523295036
"Montag,  4. März 1799",Johann Gottlieb Fichte,Ludwig Heinrich von Jakob,Jena,Halle (Saale),https://www.geonames.org/2895044,https://www.geonames.org/2911522,https://briefe-der-romantik.de/letters/view/16223?left=text&query_id=6773ee556fe85,50.92878,11.5899,51.48158,11.97947,67.25699977489322
"Donnerstag,  7. März 1799",Johann Gottlieb Fichte,Johann Caspar Lavater,Jena,Zürich,https://www.geonames.org/2895044,https://www.geonames.org/2657896,https://briefe-der-romantik.de/letters/view/16224?left=text&query_id=6773ee556fe85,50.92878,11.5899,47.36667,8.55,453.9102164233366
"Donnerstag,  7. März 1799",Johann Christian Ehrmann,Johann Gottlieb Fichte,Frankfurt am Main,Jena,https://www.geonames.org/2925533,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16225?left=text&query_id=6773ee556fe85,50.11552,8.68417,50.92878,11.5899,225.02671172435012
März 1799,Johann Gottlieb Fichte,Johann Friedrich Herbart,Jena,Bern,https://www.geonames.org/2895044,https://www.geonames.org/2661552,https://briefe-der-romantik.de/letters/view/16226?left=text&query_id=6773ee556fe85,50.92878,11.5899,46.94809,7.44744,536.5329523295036
März 1799,Johann Jakob Wagner,Johanna Fichte,Nürnberg,Jena,https://www.geonames.org/2861650,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16227?left=text&query_id=6773ee556fe85,49.45421,11.07752,50.92878,11.5899,168.05086778240593
vor dem 10. April 1799,Johann Wilhelm Ludwig Gleim,Johann Gottlieb Fichte,Halberstadt,Jena,https://www.geonames.org/2911665,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16228?left=text&query_id=6773ee556fe85,51.89562,11.05622,50.92878,11.5899,113.79408833526662
"Sonntag, 17. März 1799",Johann Gottlieb Fichte,Johann Ernst Christian Schmidt,Jena,Gießen,https://www.geonames.org/2895044,https://www.geonames.org/2920512,https://briefe-der-romantik.de/letters/view/16229?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.58727,8.67554,209.10863512216625
"Sonntag, 17. März 1799",Ludwig Heinrich von Jakob,Johann Gottlieb Fichte,Halle (Saale),Jena,https://www.geonames.org/2911522,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16230?left=text&query_id=6773ee556fe85,51.48158,11.97947,50.92878,11.5899,67.25699977489322
"Montag, 18. März 1799",Johann Gottlieb Fichte,"Karl August Sachsen-Weimar-Eisenach, Großherzog",Jena,Weimar,https://www.geonames.org/2895044,https://www.geonames.org/2812482,https://briefe-der-romantik.de/letters/view/16231?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.9803,11.32903,19.205499834259964
"Montag, 18. März 1799",Johann Gottlieb Fichte,Justus Christian von Loder,Jena,Unbekannt,https://www.geonames.org/2895044,,https://briefe-der-romantik.de/letters/view/16232?left=text&query_id=6773ee556fe85,50.92878,11.5899,49.9849489,8.7082455,229.97643061303467
"Mittwoch, 20. März 1799",Johanna Fichte,Johann Jakob Wagner,Jena,Nürnberg,https://www.geonames.org/2895044,https://www.geonames.org/2861650,https://briefe-der-romantik.de/letters/view/16233?left=text&query_id=6773ee556fe85,50.92878,11.5899,49.45421,11.07752,168.05086778240593
3. bis 21. März 1799,Friedrich Heinrich Jacobi,Johann Gottlieb Fichte,Eutin,Jena,https://www.geonames.org/2928381,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16234?left=text&query_id=6773ee556fe85,54.14054,10.60751,50.92878,11.5899,363.55022204029444
20. oder 21. März 1799,Johann Gottlieb Fichte,Heinrich Eberhard Gottlob Paulus,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16235?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.92878,11.5899,0.0
"Donnerstag, 21. März 1799",Heinrich Eberhard Gottlob Paulus,Johann Gottlieb Fichte,Jena,Jena,https://www.geonames.org/2895044,https://www.geonames.org/2895044,https://briefe-der-romantik.de/letters/view/16236?left=text&query_id=6773ee556fe85,50.92878,11.5899,50.92878,11.5899,0.0
