letter_id,Date,Sender,Recipient,place_dispatch,place_destination,dispatch_geonames_url,destination_geonames_url,dispatch_gnd_url,destination_gnd_url,date_when,date_text,date_not_before,date_not_after,note,link,dispatch_lat,dispatch_lon,destination_lat,destination_lon,distance_km,link_canonical,date_parsed,date_iso,date_inferred,dispatch_inferred,destination_inferred
15803,Juli 1793,Johann Gottlieb Fichte,"Karl Theodor, Mainz, Erzbischof",Zürich,Erfurt,https://www.geonames.org/2657896,https://www.geonames.org/2929670,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4015240-6,1793-07-01,Juli 1793,,,,https://briefe-der-romantik.de/letters/view/15803?left=text,47.36667,8.55,50.9787,11.03283,440.26812043372854,https://briefe-der-romantik.de/letters/view/15803?left=text,1793-07-01,1793-07-01,False,False,False
15804,Juli 1793,Johann Gottlieb Fichte,Maria Christiana Kobe von Koppenfels,Zürich,Weimar,https://www.geonames.org/2657896,https://www.geonames.org/2812482,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4065105-8,1793-07-01,Juli 1793,,,,https://briefe-der-romantik.de/letters/view/15804?left=text,47.36667,8.55,50.9803,11.32903,449.6655050263733,https://briefe-der-romantik.de/letters/view/15804?left=text,1793-07-01,1793-07-01,False,False,False
15805,"Donnerstag, 18. Juli 1793",Johann Gottlieb Fichte,Anna Henriette Schütz,Zürich,Jena,https://www.geonames.org/2657896,https://www.geonames.org/2895044,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4028557-1,1793-07-18,1793-07-18,,,,https://briefe-der-romantik.de/letters/view/15805?left=text,47.36667,8.55,50.92878,11.5899,453.5283918250287,https://briefe-der-romantik.de/letters/view/15805?left=text,1793-07-18,1793-07-18,False,False,False
15806,"Mittwoch, 24. Juli 1793",Johann Gottlieb Fichte,Johann Jakob Hottinger,Zürich,Kilchberg,https://www.geonames.org/2657896,https://www.geonames.org/2660161,https://d-nb.info/gnd/4068038-1,,1793-07-24,1793-07-24,,,,https://briefe-der-romantik.de/letters/view/15806?left=text,47.36667,8.55,47.32438,8.54548,4.714755151696791,https://briefe-der-romantik.de/letters/view/15806?left=text,1793-07-24,1793-07-24,False,False,False
15807,Spätsommer 1793,Johann Gottlieb Fichte,Unbekannt,Zürich,Unbekannt,https://www.geonames.org/2657896,,https://d-nb.info/gnd/4068038-1,,1793-08-06,Spätsommer 1793,,,,https://briefe-der-romantik.de/letters/view/15807?left=text,47.36667,8.55,,,,https://briefe-der-romantik.de/letters/view/15807?left=text,1793-08-06,1793-08-06,True,False,False
15808,September 1793,Johann Gottlieb Fichte,Johann Schultz,Zürich,Königsberg,https://www.geonames.org/2657896,https://www.geonames.org/554234,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4031541-1,1793-08-01,September 1793,,,,https://briefe-der-romantik.de/letters/view/15808?left=text,47.36667,8.55,54.70649,20.51095,1165.6236250227118,https://briefe-der-romantik.de/letters/view/15808?left=text,1793-08-01,1793-08-01,True,False,False
15809,Sommer 1793,Johann Gottlieb Fichte,Ludwig Wilhelm Wloemer,Unbekannt,Berlin,,https://www.geonames.org/2950159,,https://d-nb.info/gnd/2004272-3,1793-06-21,Sommer 1793,,,,https://briefe-der-romantik.de/letters/view/15809?left=text,,,52.52437,13.41053,,https://briefe-der-romantik.de/letters/view/15809?left=text,1793-06-21,1793-06-21,True,False,False
15810,"Freitag, 20. September 1793",Johann Gottlieb Fichte,Immanuel Kant,Zürich,Königsberg,https://www.geonames.org/2657896,https://www.geonames.org/554234,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4031541-1,1793-09-20,1793-09-20,,,,https://briefe-der-romantik.de/letters/view/15810?left=text,47.36667,8.55,54.70649,20.51095,1165.6236250227118,https://briefe-der-romantik.de/letters/view/15810?left=text,1793-09-20,1793-09-20,False,False,False
15811,"Freitag, 20. September 1793",Johann Gottlieb Fichte,Theodor von Schön,Zürich,Königsberg,https://www.geonames.org/2657896,https://www.geonames.org/554234,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4031541-1,1793-09-20,1793-09-20,,,,https://briefe-der-romantik.de/letters/view/15811?left=text,47.36667,8.55,54.70649,20.51095,1165.6236250227118,https://briefe-der-romantik.de/letters/view/15811?left=text,1793-09-20,1793-09-20,False,False,False
15812,Herbst 1793,Johann Gottlieb Fichte,Heinrich Stephani,Zürich,Unbekannt,https://www.geonames.org/2657896,,https://d-nb.info/gnd/4068038-1,,1793-09-22,Herbst 1793,,,,https://briefe-der-romantik.de/letters/view/15812?left=text,47.36667,8.55,,,,https://briefe-der-romantik.de/letters/view/15812?left=text,1793-09-22,1793-09-22,True,False,False
15813,Sommer oder Herbst 1793,Ludwig Wilhelm Wloemer,Johann Gottlieb Fichte,Berlin,Zürich,https://www.geonames.org/2950159,https://www.geonames.org/2657896,https://d-nb.info/gnd/2004272-3,https://d-nb.info/gnd/4068038-1,1793-06-21,Sommer oder Herbst 1793,,,,https://briefe-der-romantik.de/letters/view/15813?left=text,52.52437,13.41053,47.36667,8.55,670.3788409897089,https://briefe-der-romantik.de/letters/view/15813?left=text,1793-06-21,1793-06-21,True,False,False
15814,Oktober 1793,Johann Gottlieb Fichte,Johannes Bürkli,Zürich,Zürich,https://www.geonames.org/2657896,https://www.geonames.org/2657896,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4068038-1,1793-10-01,Oktober 1793,,,,https://briefe-der-romantik.de/letters/view/15814?left=text,47.36667,8.55,47.36667,8.55,0.0,https://briefe-der-romantik.de/letters/view/15814?left=text,1793-10-01,1793-10-01,False,False,False
15815,Oktober 1793,Ludwig Wilhelm Wloemer,Johann Gottlieb Fichte,Berlin,Zürich,https://www.geonames.org/2950159,https://www.geonames.org/2657896,https://d-nb.info/gnd/2004272-3,https://d-nb.info/gnd/4068038-1,1793-10-01,Oktober 1793,,,,https://briefe-der-romantik.de/letters/view/15815?left=text,52.52437,13.41053,47.36667,8.55,670.3788409897089,https://briefe-der-romantik.de/letters/view/15815?left=text,1793-10-01,1793-10-01,False,False,False
15816,Herbst 1793,Anna Henriette Schütz,Johann Gottlieb Fichte,Jena,Zürich,https://www.geonames.org/2895044,https://www.geonames.org/2657896,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4068038-1,1793-09-22,Herbst 1793,,,,https://briefe-der-romantik.de/letters/view/15816?left=text,50.92878,11.5899,47.36667,8.55,453.5283918250287,https://briefe-der-romantik.de/letters/view/15816?left=text,1793-09-22,1793-09-22,True,False,False
15817,Mitte Oktober 1793,Maria Christiana Kobe von Koppenfels,Johann Gottlieb Fichte,Weimar,Zürich,https://www.geonames.org/2812482,https://www.geonames.org/2657896,https://d-nb.info/gnd/4065105-8,https://d-nb.info/gnd/4068038-1,1793-10-11,Mitte Oktober 1793,,,,https://briefe-der-romantik.de/letters/view/15817?left=text,50.9803,11.32903,47.36667,8.55,449.6655050263733,https://briefe-der-romantik.de/letters/view/15817?left=text,1793-10-11,1793-10-11,True,False,False
15818,Herbst 1793,Johann Friedrich Flatt,Johann Gottlieb Fichte,Tübingen,Zürich,https://www.geonames.org/2820860,https://www.geonames.org/2657896,https://d-nb.info/gnd/4061147-4,https://d-nb.info/gnd/4068038-1,1793-09-22,Herbst 1793,,,,https://briefe-der-romantik.de/letters/view/15818?left=text,48.52266,9.05222,47.36667,8.55,133.87199118021803,https://briefe-der-romantik.de/letters/view/15818?left=text,1793-09-22,1793-09-22,True,False,False
15819,"Samstag, 26. Oktober 1793",Johanna Fichte,Hartmann Rahn,Bern,Zürich,https://www.geonames.org/2661552,https://www.geonames.org/2657896,https://d-nb.info/gnd/2004253-X,https://d-nb.info/gnd/4068038-1,1793-10-26,1793-10-26,,,,https://briefe-der-romantik.de/letters/view/15819?left=text,46.94809,7.44744,47.36667,8.55,95.47755665653295,https://briefe-der-romantik.de/letters/view/15819?left=text,1793-10-26,1793-10-26,False,False,False
15820,"Dienstag, 12. November 1793",Johann Gottlieb Fichte,Johann Caspar Lavater,Zürich,Zürich,https://www.geonames.org/2657896,https://www.geonames.org/2657896,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4068038-1,1793-11-12,1793-11-12,,,,https://briefe-der-romantik.de/letters/view/15820?left=text,47.36667,8.55,47.36667,8.55,0.0,https://briefe-der-romantik.de/letters/view/15820?left=text,1793-11-12,1793-11-12,False,False,False
15821,"Dienstag, 12. November 1793",Johann Caspar Lavater,Johann Gottlieb Fichte,Zürich,Zürich,https://www.geonames.org/2657896,https://www.geonames.org/2657896,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4068038-1,1793-11-12,1793-11-12,,,,https://briefe-der-romantik.de/letters/view/15821?left=text,47.36667,8.55,47.36667,8.55,0.0,https://briefe-der-romantik.de/letters/view/15821?left=text,1793-11-12,1793-11-12,False,False,False
15822,"Mittwoch, 13. November 1793",Johann Gottlieb Fichte,Karl Leonhard Reinhold,Zürich,Jena,https://www.geonames.org/2657896,https://www.geonames.org/2895044,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4028557-1,1793-11-13,1793-11-13,,,,https://briefe-der-romantik.de/letters/view/15822?left=text,47.36667,8.55,50.92878,11.5899,453.5283918250287,https://briefe-der-romantik.de/letters/view/15822?left=text,1793-11-13,1793-11-13,False,False,False
15823,November 1793,Johann Gottlieb Fichte,Ludwig Wilhelm Wloemer,Zürich,Berlin,https://www.geonames.org/2657896,https://www.geonames.org/2950159,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/2004272-3,1793-11-01,November 1793,,,,https://briefe-der-romantik.de/letters/view/15823?left=text,47.36667,8.55,52.52437,13.41053,670.3788409897089,https://briefe-der-romantik.de/letters/view/15823?left=text,1793-11-01,1793-11-01,False,False,False
15824,November oder Dezember 1793,Johann Gottlieb Fichte,Johann Friedrich Flatt,Zürich,Tübingen,https://www.geonames.org/2657896,https://www.geonames.org/2820860,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4061147-4,1793-11-01,November oder Dezember 1793,,,,https://briefe-der-romantik.de/letters/view/15824?left=text,47.36667,8.55,48.52266,9.05222,133.87199118021803,https://briefe-der-romantik.de/letters/view/15824?left=text,1793-11-01,1793-11-01,True,False,False
15825,"Samstag, 14. Dezember 1793",Johann Gottlieb Fichte,Christian Gottfried Schütz,Zürich,Jena,https://www.geonames.org/2657896,https://www.geonames.org/2895044,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4028557-1,1793-12-14,1793-12-14,,,,https://briefe-der-romantik.de/letters/view/15825?left=text,47.36667,8.55,50.92878,11.5899,453.5283918250287,https://briefe-der-romantik.de/letters/view/15825?left=text,1793-12-14,1793-12-14,False,False,False
15826,Dezember 1793,Friedrich Christian Bischoff,Johann Gottlieb Fichte,Wohlsborn,Zürich,https://www.geonames.org/2807033,https://www.geonames.org/2657896,,https://d-nb.info/gnd/4068038-1,1793-12-01,Dezember 1793,,,,https://briefe-der-romantik.de/letters/view/15826?left=text,51.03333,11.36667,47.36667,8.55,456.1102785708117,https://briefe-der-romantik.de/letters/view/15826?left=text,1793-12-01,1793-12-01,False,False,False
15827,Dezember 1793,Heinrich Stephani,Johann Gottlieb Fichte,Unbekannt,Zürich,,https://www.geonames.org/2657896,,https://d-nb.info/gnd/4068038-1,1793-12-01,Dezember 1793,,,,https://briefe-der-romantik.de/letters/view/15827?left=text,,,47.36667,8.55,,https://briefe-der-romantik.de/letters/view/15827?left=text,1793-12-01,1793-12-01,False,False,False
15828,Mitte Dezember 1793,Johann Gottlieb Fichte,Heinrich Stephani,Zürich,Unbekannt,https://www.geonames.org/2657896,,https://d-nb.info/gnd/4068038-1,,1793-12-11,Mitte Dezember 1793,,,,https://briefe-der-romantik.de/letters/view/15828?left=text,47.36667,8.55,,,,https://briefe-der-romantik.de/letters/view/15828?left=text,1793-12-11,1793-12-11,True,False,False
15829,Mitte Dezember 1793,Johanna Fichte,Christian Friedrich zu Castell-Rüdenhausen,Zürich,Unbekannt,https://www.geonames.org/2657896,,https://d-nb.info/gnd/4068038-1,,1793-12-10,Mitte Dezember 1793,,,,https://briefe-der-romantik.de/letters/view/15829?left=text,47.36667,8.55,,,,https://briefe-der-romantik.de/letters/view/15829?left=text,1793-12-10,1793-12-10,True,False,False
15830,Dezember 1793,Maria Christiana Kobe von Koppenfels,Johann Gottlieb Fichte,Weimar,Zürich,https://www.geonames.org/2812482,https://www.geonames.org/2657896,https://d-nb.info/gnd/4065105-8,https://d-nb.info/gnd/4068038-1,1793-12-01,Dezember 1793,,,,https://briefe-der-romantik.de/letters/view/15830?left=text,50.9803,11.32903,47.36667,8.55,449.6655050263733,https://briefe-der-romantik.de/letters/view/15830?left=text,1793-12-01,1793-12-01,False,False,False
15831,"Donnerstag, 26. Dezember 1793",Carl August Böttiger,Johann Gottlieb Fichte,Weimar,Zürich,https://www.geonames.org/2812482,https://www.geonames.org/2657896,https://d-nb.info/gnd/4065105-8,https://d-nb.info/gnd/4068038-1,1793-12-26,1793-12-26,,,,https://briefe-der-romantik.de/letters/view/15831?left=text,50.9803,11.32903,47.36667,8.55,449.6655050263733,https://briefe-der-romantik.de/letters/view/15831?left=text,1793-12-26,1793-12-26,False,False,False
15832,"Donnerstag, 26. Dezember 1793",Christian Gottlob Voigt,Johann Gottlieb Fichte,Weimar,Zürich,https://www.geonames.org/2812482,https://www.geonames.org/2657896,https://d-nb.info/gnd/4065105-8,https://d-nb.info/gnd/4068038-1,1793-12-26,1793-12-26,,,,https://briefe-der-romantik.de/letters/view/15832?left=text,50.9803,11.32903,47.36667,8.55,449.6655050263733,https://briefe-der-romantik.de/letters/view/15832?left=text,1793-12-26,1793-12-26,False,False,False
15833,"Donnerstag, 26. Dezember 1793",Friedrich Christian Bischoff,Johann Gottlieb Fichte,Wohlsborn,Zürich,https://www.geonames.org/2807033,https://www.geonames.org/2657896,,https://d-nb.info/gnd/4068038-1,1793-12-26,1793-12-26,,,,https://briefe-der-romantik.de/letters/view/15833?left=text,51.03333,11.36667,47.36667,8.55,456.1102785708117,https://briefe-der-romantik.de/letters/view/15833?left=text,1793-12-26,1793-12-26,False,False,False
15834,Ende Dezember 1793,Gottlieb Hufeland,Johann Gottlieb Fichte,Jena,Zürich,https://www.geonames.org/2895044,https://www.geonames.org/2657896,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4068038-1,1793-12-21,Ende Dezember 1793,,,,https://briefe-der-romantik.de/letters/view/15834?left=text,50.92878,11.5899,47.36667,8.55,453.5283918250287,https://briefe-der-romantik.de/letters/view/15834?left=text,1793-12-21,1793-12-21,True,False,False
15835,Ende 1793/Anfang 1794,Friedrich August Weisshuhn,Johann Gottlieb Fichte,Schönewerda,Zürich,https://www.geonames.org/2836676,https://www.geonames.org/2657896,,https://d-nb.info/gnd/4068038-1,1793-10-01,Ende 1793/Anfang 1794,,,,https://briefe-der-romantik.de/letters/view/15835?left=text,51.32353,11.36621,47.36667,8.55,484.8912692522096,https://briefe-der-romantik.de/letters/view/15835?left=text,1793-10-01,1793-10-01,True,False,False
15836,"Mittwoch,  8. Januar 1794",Johann Gottlieb Fichte,Carl August Böttiger,Zürich,Weimar,https://www.geonames.org/2657896,https://www.geonames.org/2812482,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4065105-8,1794-01-08,1794-01-08,,,,https://briefe-der-romantik.de/letters/view/15836?left=text,47.36667,8.55,50.9803,11.32903,449.6655050263733,https://briefe-der-romantik.de/letters/view/15836?left=text,1794-01-08,1794-01-08,False,False,False
15837,Anfang Januar 1794,Johann Gottlieb Fichte,Friedrich August Weisshuhn,Zürich,Schönewerda,https://www.geonames.org/2657896,https://www.geonames.org/2836676,https://d-nb.info/gnd/4068038-1,,1794-01-01,Anfang Januar 1794,,,,https://briefe-der-romantik.de/letters/view/15837?left=text,47.36667,8.55,51.32353,11.36621,484.8912692522096,https://briefe-der-romantik.de/letters/view/15837?left=text,1794-01-01,1794-01-01,True,False,False
15838,"Sonntag, 12. Januar 1794",Karl Leonhard Reinhold,Johann Gottlieb Fichte,Jena,Zürich,https://www.geonames.org/2895044,https://www.geonames.org/2657896,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4068038-1,1794-01-12,1794-01-12,,,,https://briefe-der-romantik.de/letters/view/15838?left=text,50.92878,11.5899,47.36667,8.55,453.5283918250287,https://briefe-der-romantik.de/letters/view/15838?left=text,1794-01-12,1794-01-12,False,False,False
15839,"Mittwoch, 15. Januar 1794",Johann Gottlieb Fichte,Franz Volkmar Reinhard,Zürich,Dresden,https://www.geonames.org/2657896,https://www.geonames.org/2935022,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/37172-5,1794-01-15,1794-01-15,,,,https://briefe-der-romantik.de/letters/view/15839?left=text,47.36667,8.55,51.05089,13.73832,556.3993030912671,https://briefe-der-romantik.de/letters/view/15839?left=text,1794-01-15,1794-01-15,False,False,False
15840,"Mittwoch, 15. Januar 1794",Johann Gottlieb Fichte,Christian Gottlob Voigt,Zürich,Weimar,https://www.geonames.org/2657896,https://www.geonames.org/2812482,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4065105-8,1794-01-15,1794-01-15,,,,https://briefe-der-romantik.de/letters/view/15840?left=text,47.36667,8.55,50.9803,11.32903,449.6655050263733,https://briefe-der-romantik.de/letters/view/15840?left=text,1794-01-15,1794-01-15,False,False,False
15841,"Mittwoch, 15. Januar 1794",Johann Gottlieb Fichte,Maria Christiana Kobe von Koppenfels,Zürich,Weimar,https://www.geonames.org/2657896,https://www.geonames.org/2812482,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4065105-8,1794-01-15,1794-01-15,,,,https://briefe-der-romantik.de/letters/view/15841?left=text,47.36667,8.55,50.9803,11.32903,449.6655050263733,https://briefe-der-romantik.de/letters/view/15841?left=text,1794-01-15,1794-01-15,False,False,False
15842,"Mittwoch, 15. Januar 1794",Johann Gottlieb Fichte,Anna Henriette Schütz,Zürich,Jena,https://www.geonames.org/2657896,https://www.geonames.org/2895044,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4028557-1,1794-01-15,1794-01-15,,,,https://briefe-der-romantik.de/letters/view/15842?left=text,47.36667,8.55,50.92878,11.5899,453.5283918250287,https://briefe-der-romantik.de/letters/view/15842?left=text,1794-01-15,1794-01-15,False,False,False
15843,"Mittwoch, 15. Januar 1794",Johann Gottlieb Fichte,Friedrich Christian Bischoff,Zürich,Wohlsborn,https://www.geonames.org/2657896,https://www.geonames.org/2807033,https://d-nb.info/gnd/4068038-1,,1794-01-15,1794-01-15,,,,https://briefe-der-romantik.de/letters/view/15843?left=text,47.36667,8.55,51.03333,11.36667,456.1102785708117,https://briefe-der-romantik.de/letters/view/15843?left=text,1794-01-15,1794-01-15,False,False,False
15844,Januar 1794,Johann Gottlieb Fichte,Unbekannt,Zürich,Weimar,https://www.geonames.org/2657896,https://www.geonames.org/2812482,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4065105-8,1794-01-01,Januar 1794,,,,https://briefe-der-romantik.de/letters/view/15844?left=text,47.36667,8.55,50.9803,11.32903,449.6655050263733,https://briefe-der-romantik.de/letters/view/15844?left=text,1794-01-01,1794-01-01,False,False,False
15845,"Mittwoch, 15. Januar 1794",Johann Gottlieb Fichte,Karl Leonhard Reinhold,Zürich,Jena,https://www.geonames.org/2657896,https://www.geonames.org/2895044,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4028557-1,1794-01-15,1794-01-15,,,,https://briefe-der-romantik.de/letters/view/15845?left=text,47.36667,8.55,50.92878,11.5899,453.5283918250287,https://briefe-der-romantik.de/letters/view/15845?left=text,1794-01-15,1794-01-15,False,False,False
15846,2. Hälfte des Januar 1794,Carl August Böttiger,Johann Gottlieb Fichte,Weimar,Zürich,https://www.geonames.org/2812482,https://www.geonames.org/2657896,https://d-nb.info/gnd/4065105-8,https://d-nb.info/gnd/4068038-1,1794-01-16,2. Hälfte des Januar 1794,,,,https://briefe-der-romantik.de/letters/view/15846?left=text,50.9803,11.32903,47.36667,8.55,449.6655050263733,https://briefe-der-romantik.de/letters/view/15846?left=text,1794-01-16,1794-01-16,True,False,False
15847,Januar 1794,Friedrich Immanuel Niethammer,Johann Gottlieb Fichte,Jena,Zürich,https://www.geonames.org/2895044,https://www.geonames.org/2657896,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4068038-1,1794-01-01,Januar 1794,,,,https://briefe-der-romantik.de/letters/view/15847?left=text,50.92878,11.5899,47.36667,8.55,453.5283918250287,https://briefe-der-romantik.de/letters/view/15847?left=text,1794-01-01,1794-01-01,False,False,False
15848,"Dienstag,  4. Februar 1794",Johann Gottlieb Fichte,Carl August Böttiger,Zürich,Weimar,https://www.geonames.org/2657896,https://www.geonames.org/2812482,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4065105-8,1794-02-04,1794-02-04,,,,https://briefe-der-romantik.de/letters/view/15848?left=text,47.36667,8.55,50.9803,11.32903,449.6655050263733,https://briefe-der-romantik.de/letters/view/15848?left=text,1794-02-04,1794-02-04,False,False,False
15849,"Dienstag,  4. Februar 1794",Johanna Fichte,Carl August Böttiger,Zürich,Weimar,https://www.geonames.org/2657896,https://www.geonames.org/2812482,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4065105-8,1794-02-04,1794-02-04,,,,https://briefe-der-romantik.de/letters/view/15849?left=text,47.36667,8.55,50.9803,11.32903,449.6655050263733,https://briefe-der-romantik.de/letters/view/15849?left=text,1794-02-04,1794-02-04,False,False,False
15850,"Dienstag,  4. Februar 1794",Johann Gottlieb Fichte,Unbekannt,Zürich,Unbekannt,https://www.geonames.org/2657896,,https://d-nb.info/gnd/4068038-1,,1794-02-04,1794-02-04,,,,https://briefe-der-romantik.de/letters/view/15850?left=text,47.36667,8.55,,,,https://briefe-der-romantik.de/letters/view/15850?left=text,1794-02-04,1794-02-04,False,False,False
15851,Anfang Februar 1794,Johann Gottlieb Fichte,Johann Caspar Lavater,Zürich,Zürich,https://www.geonames.org/2657896,https://www.geonames.org/2657896,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4068038-1,1794-02-01,Anfang Februar 1794,,,,https://briefe-der-romantik.de/letters/view/15851?left=text,47.36667,8.55,47.36667,8.55,0.0,https://briefe-der-romantik.de/letters/view/15851?left=text,1794-02-01,1794-02-01,True,False,False
15852,"Donnerstag,  6. Februar 1794",Karl Leonhard Reinhold,Johann Gottlieb Fichte,Jena,Zürich,https://www.geonames.org/2895044,https://www.geonames.org/2657896,https://d-nb.info/gnd/4028557-1,https://d-nb.info/gnd/4068038-1,1794-02-06,1794-02-06,,,,https://briefe-der-romantik.de/letters/view/15852?left=text,50.92878,11.5899,47.36667,8.55,453.5283918250287,https://briefe-der-romantik.de/letters/view/15852?left=text,1794-02-06,1794-02-06,False,False,False
15853,"Samstag,  8. Februar 1794",Johann Gottlieb Fichte,Christian Gottlob Voigt,Zürich,Weimar,https://www.geonames.org/2657896,https://www.geonames.org/2812482,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4065105-8,1794-02-08,1794-02-08,,,,https://briefe-der-romantik.de/letters/view/15853?left=text,47.36667,8.55,50.9803,11.32903,449.6655050263733,https://briefe-der-romantik.de/letters/view/15853?left=text,1794-02-08,1794-02-08,False,False,False
15854,"Montag, 17. Februar 1794",Christian Gottlob Voigt,Johann Gottlieb Fichte,Weimar,Zürich,https://www.geonames.org/2812482,https://www.geonames.org/2657896,https://d-nb.info/gnd/4065105-8,https://d-nb.info/gnd/4068038-1,1794-02-17,1794-02-17,,,,https://briefe-der-romantik.de/letters/view/15854?left=text,50.9803,11.32903,47.36667,8.55,449.6655050263733,https://briefe-der-romantik.de/letters/view/15854?left=text,1794-02-17,1794-02-17,False,False,False
15855,Februar 1794,Johann Friedrich von Cotta,Johann Gottlieb Fichte,Tübingen,Zürich,https://www.geonames.org/2820860,https://www.geonames.org/2657896,https://d-nb.info/gnd/4061147-4,https://d-nb.info/gnd/4068038-1,1794-02-01,Februar 1794,,,,https://briefe-der-romantik.de/letters/view/15855?left=text,48.52266,9.05222,47.36667,8.55,133.87199118021803,https://briefe-der-romantik.de/letters/view/15855?left=text,1794-02-01,1794-02-01,False,False,False
15856,Februar 1794,Unbekannt,Johann Gottlieb Fichte,Unbekannt,Zürich,,https://www.geonames.org/2657896,,https://d-nb.info/gnd/4068038-1,1794-02-01,Februar 1794,,,,https://briefe-der-romantik.de/letters/view/15856?left=text,,,47.36667,8.55,,https://briefe-der-romantik.de/letters/view/15856?left=text,1794-02-01,1794-02-01,False,False,False
15857,Februar 1794,Unbekannt,Johann Gottlieb Fichte,Unbekannt,Zürich,,https://www.geonames.org/2657896,,https://d-nb.info/gnd/4068038-1,1794-02-01,Februar 1794,,,,https://briefe-der-romantik.de/letters/view/15857?left=text,,,47.36667,8.55,,https://briefe-der-romantik.de/letters/view/15857?left=text,1794-02-01,1794-02-01,False,False,False
15858,Ende Februar/Anfang März 1794,Johann Gottlieb Fichte,Johann Friedrich von Cotta,Zürich,Tübingen,https://www.geonames.org/2657896,https://www.geonames.org/2820860,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4061147-4,1794-02-21,Ende Februar/Anfang März 1794,,,,https://briefe-der-romantik.de/letters/view/15858?left=text,47.36667,8.55,48.52266,9.05222,133.87199118021803,https://briefe-der-romantik.de/letters/view/15858?left=text,1794-02-21,1794-02-21,True,False,False
15859,Ende Februar/Anfang März 1794,Johann Gottlieb Fichte,Friedrich Heinrich Gebhard,Zürich,Gotha,https://www.geonames.org/2657896,https://www.geonames.org/2918752,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4021652-4,1794-02-21,Ende Februar/Anfang März 1794,,,,https://briefe-der-romantik.de/letters/view/15859?left=text,47.36667,8.55,50.94823,10.70193,427.8449030592456,https://briefe-der-romantik.de/letters/view/15859?left=text,1794-02-21,1794-02-21,True,False,False
15860,Ende Februar/Anfang März 1794,Johann Gottlieb Fichte,Christian Gottlob Voigt,Zürich,Weimar,https://www.geonames.org/2657896,https://www.geonames.org/2812482,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4065105-8,1794-02-21,Ende Februar/Anfang März 1794,,,,https://briefe-der-romantik.de/letters/view/15860?left=text,47.36667,8.55,50.9803,11.32903,449.6655050263733,https://briefe-der-romantik.de/letters/view/15860?left=text,1794-02-21,1794-02-21,True,False,False
15861,"Samstag,  1. März 1794",Johann Gottlieb Fichte,Carl August Böttiger,Zürich,Weimar,https://www.geonames.org/2657896,https://www.geonames.org/2812482,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4065105-8,1794-03-01,1794-03-01,,,,https://briefe-der-romantik.de/letters/view/15861?left=text,47.36667,8.55,50.9803,11.32903,449.6655050263733,https://briefe-der-romantik.de/letters/view/15861?left=text,1794-03-01,1794-03-01,False,False,False
15862,"Samstag,  1. März 1794",Johann Gottlieb Fichte,Karl Leonhard Reinhold,Zürich,Jena,https://www.geonames.org/2657896,https://www.geonames.org/2895044,https://d-nb.info/gnd/4068038-1,https://d-nb.info/gnd/4028557-1,1794-03-01,1794-03-01,,,,https://briefe-der-romantik.de/letters/view/15862?left=text,47.36667,8.55,50.92878,11.5899,453.5283918250287,https://briefe-der-romantik.de/letters/view/15862?left=text,1794-03-01,1794-03-01,False,False,False
